Series Name,Series Code,Country Name,Country Code,2007 [YR2007],2010 [YR2010],2013 [YR2013]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,4.59661891,5.547458346,5.729428254
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,2.192110467,2.342203043,2.49183004
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.884034471,2.113414545,2.465870235
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,6.078310087,6.331006869,6.057402437
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,22.47446316,20.85694708,18.91873613
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,6.925435282,5.965396042,5.445648555
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.115429246,0.125501325,0.17900836
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.02196433,0.022480009,0.028029921
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.822884071,0.979603531,0.874716614
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.252413921,0.348992863,0.369653238
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.305805976,0.329289155,0.306750488
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,16.44645519,14.48563861,13.53229485
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Caribbean small states,CSS,9.896708706,9.599531057,9.351810571
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,11.32581585,10.17344935,9.235193339
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.060213407,0.059398336,0.063053981
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central Europe and the Baltics,CEB,7.266778192,6.822252101,6.346323253
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.042863011,0.043462549,0.046305478
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,4.35156491,4.24629428,4.732135712
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,5.153564017,6.554417958,7.550916485
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.406899642,1.658683359,1.893127874
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.175048198,0.183692455,0.214644997
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Congo, Dem. Rep.,ZAR,0.028926675,0.030197451,0.038311184
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Congo, Rep.,COG,0.32666481,0.473472226,0.56494545
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,1.85890149,1.665177867,1.618286928
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.359270184,0.306194949,0.415669842
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,5.402955816,4.627555101,4.161866621
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,2.374571685,3.393588933,3.462227387
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,nd,nd,34.16163488
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,7.709723999,6.983907546,5.209883572
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,11.97251522,10.65257862,9.383496546
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,9.20201511,8.40721667,6.779623867
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.578051792,0.622346841,0.704087888
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,2.17549262,1.958014248,1.833372682
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,2.227747209,2.187311092,2.146755872
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Early-demographic dividend,EAR,1.984453725,2.129653078,2.209092282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific,EAS,4.812520419,5.701795556,6.342882249
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific (excluding high income),EAP,4.101138032,5.119726357,5.802840965
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific (IDA & IBRD countries),TEA,4.119416187,5.150083344,5.850489548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,2.244784002,2.549397135,2.779287585
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Egypt, Arab Rep.,EGY,2.43659204,2.470904082,2.431261947
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,1.165689677,1.051825462,1.044162516
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,7.204040865,6.421061876,6.790382922
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0.131490396,0.109470529,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,13.95488409,13.59968907,15.11041148
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.074344588,0.075214659,0.112462805
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Euro area,EMU,8.114704243,7.410864007,6.792530782
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia,ECS,7.923665449,7.536760788,7.272529986
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia (excluding high income),ECA,7.683045852,7.555028042,7.741759817
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia (IDA & IBRD countries),TEC,7.707956769,7.590180008,7.72422961
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,European Union,EUU,7.996371846,7.345752305,6.714521135
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,14.18539476,12.9866782,12.30129214
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.440917951,1.85918749,1.940769143
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,12.09848186,11.54314708,8.512553843
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fragile and conflict affected situations,FCS,0.719093959,0.839926201,0.891648509
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,5.762833484,5.424920255,5.050482994
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,3.140796817,3.201007218,2.967879002
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,2.8579605,2.941807572,2.88187119
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gambia, The,GMB,0.257764784,0.279410774,0.263208415
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,1.572983097,1.415054763,1.988881356
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,9.488039888,9.27568796,9.220590804
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.436236777,0.40940924,0.558786409
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,13.91907961,15.15387869,15.49110971
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,8.892293442,7.507211226,6.306851095
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,11.28207939,11.66377295,10.06293929
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,2.301012675,2.487241705,2.873987271
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.915047143,0.79178118,0.866574175
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.119193056,0.236421541,0.192422941
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.151256889,0.145854598,0.146084144
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,2.095040757,2.282864015,2.544141975
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.250172074,0.212694146,0.23061016
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Heavily indebted poor countries (HIPC),HPC,0.199595653,0.220510141,0.267243631
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,High income,HIC,12.16243931,11.48191812,10.9937091
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,1.230602978,1.062880845,1.15489309
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hong Kong SAR, China,HKG,6.321536226,5.802611685,6.260047304
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,5.572459521,5.02157825,4.188863187
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IBRD only,IBD,3.687621082,4.204164888,4.588448905
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.414833454,6.168528586,6.082143166
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA & IBRD total,IBT,2.913785358,3.282102059,3.541123395
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA blend,IDB,1.085814933,1.111593942,1.099347813
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA only,IDX,0.308994529,0.330594588,0.342123499
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA total,IDA,0.58898199,0.610411042,0.612337249
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,1.193205418,1.397004578,1.590272829
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,1.616659186,1.774573737,1.907781259
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iran, Islamic Rep.,IRN,7.820607015,8.150691659,7.996848538
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,2.186766827,3.634669074,4.920137222
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,10.14752888,8.82462504,7.603873306
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMY,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,8.78433448,9.035223254,8.818635647
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.917347216,6.83837457,5.723809985
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.62501892,2.696940788,2.846155093
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,9.782963899,9.150005372,9.764393145
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,3.825903945,3.249597724,3.438369043
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,14.35971247,15.11008143,15.43279448
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.263921731,0.301883196,0.304402198
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.533049528,0.607308472,0.574320091
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Korea, Dem. People’s Rep.,PRK,2.663721446,2.71831341,2.012042639
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Korea, Rep.,KOR,10.19958174,11.46958747,11.79815008
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,KSV,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,29.63684934,29.29430886,27.2589637
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,1.076768848,1.171873015,1.720789566
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,0.153109771,0.261822136,0.330476589
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Late-demographic dividend,LTE,5.148468828,6.088305639,6.785791131
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & Caribbean,LCN,2.739457096,2.867169421,3.038818996
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & Caribbean (excluding high income),LAC,2.585774661,2.721665162,2.88961895
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.717680322,2.825083518,3.000113997
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,3.779785259,3.849593455,3.518240904
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Least developed countries: UN classification,LDC,0.234978107,0.275506358,0.310547428
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,3.300404658,4.623957035,4.271123267
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.753779806,1.123489371,1.102004214
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.190515842,0.201046238,0.222905369
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.301913957,9.791234718,8.145719581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,1.759447941,1.516291763,1.386015119
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,4.693696086,4.348616303,4.273657237
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Low & middle income,LMY,2.859855822,3.23424424,3.494451233
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Low income,LIC,0.249911547,0.269410272,0.279829627
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lower middle income,LMC,1.24096129,1.350313507,1.428739502
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,22.95728271,21.6351358,18.70078217
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Macao SAR, China,MAC,3.131314627,3.710719269,3.815111538
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Macedonia, FYR,MKD,4.627931191,4.171161094,4.002210811
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.093705131,0.092894757,0.134205996
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.069545546,0.080689858,0.078594138
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,6.914051746,7.769561799,8.026727068
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,2.238025788,2.447997275,2.668605598
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.073290823,0.063585601,0.061882473
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,6.698844917,6.095329885,5.240130476
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,1.899052478,1.958419165,1.945136968
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.55418962,0.622840675,0.683653507
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,2.97588958,3.132082534,2.960046971
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,4.055762037,3.752925507,3.948615246
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Micronesia, Fed. Sts.,FSM,1.360991625,1.167845665,1.414219325
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa,MEA,5.448303209,5.987345191,5.972373737
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa (excluding high income),MNA,3.725313284,3.955962355,3.945450743
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa (IDA & IBRD countries),TMN,3.759692545,3.995708436,3.985961132
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle income,MIC,3.125266212,3.550157264,3.853667821
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,1.30813803,1.384630177,1.398349504
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,4.653093827,9.090930036,14.54654876
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,3.655836006,4.167664361,3.61855388
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,1.620931736,1.742832779,1.750481949
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.101188539,0.112476074,0.151849649
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.253947499,0.241924262,0.237874069
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,1.13362974,1.412542971,1.256404181
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,4.36764268,4.389426434,4.346074074
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.100314964,0.188153369,0.233576269
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,10.46844735,10.93254316,10.11475925
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,12.37227311,14.169288,14.68194297
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,7.963774563,7.304163008,7.64505234
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.834055188,0.790571415,0.768475284
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,0.049725864,0.072025578,0.106860921
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,0.645969132,0.577175348,0.553477351
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North America,NAC,18.9612386,17.18617506,16.10208996
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,9.57484966,12.29495452,11.74032423
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Not classified,INX,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,OECD members,OED,10.88476723,10.10630074,9.654716802
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,16.84663981,17.11206126,15.66042312
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Other small states,OSS,6.595860017,6.636688196,6.832942317
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pacific island small states,PSS,1.102422445,1.267992057,1.334013528
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,0.994536473,0.949141098,0.846439474
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,10.38965106,10.56927211,10.69300636
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,2.093510117,2.531091787,2.723017655
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,0.958160743,0.681184727,0.830847585
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,0.693306247,0.820810138,0.769054525
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,1.518240916,1.960733983,1.869883854
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,0.811215814,0.91274063,1.006838603
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,8.244183742,8.313376825,7.947728476
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,5.705207852,4.552752646,4.423980771
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Post-demographic dividend,PST,11.84250563,11.03059518,10.50619945
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pre-demographic dividend,PRE,0.399797113,0.468292768,0.547302532
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,53.67274578,41.13116188,40.46235547
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROM,4.866509869,3.916055671,3.539707601
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,11.67245657,11.72582001,12.46681628
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,0.058789064,0.05735438,0.072160963
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,1.026223949,1.103870902,1.251930248
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,0.526920482,0.579406601,0.623277006
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,14.86677742,18.53117345,17.92748481
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,0.435519108,0.597733189,0.592298342
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,7.106397561,6.298554633,6.263063271
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,7.546775958,7.679581152,7.178998888
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,0.119033972,0.12570608,0.192879462
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,4.342606098,8.656223728,9.36384739
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,nd,nd,20.83579643
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,6.843273815,6.721959562,6.221186601
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,8.049468764,7.528814795,7.010182271
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Small states,SST,6.920275605,6.881652561,6.970446712
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,0.35770157,0.369364301,0.353171567
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,0.068326521,0.06391226,0.060710992
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,9.61866501,9.337838194,8.859169093
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Asia,SAS,1.045319904,1.209366496,1.356108852
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Asia (IDA & IBRD),TSA,1.045319904,1.209366496,1.356108852
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,nd,nd,0.126461413
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,7.920890716,5.816416366,5.082982524
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,0.62813316,0.680431007,0.778696244
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,4.941167146,4.973200642,5.132354837
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,2.262968274,2.273826502,2.232725378
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,2.084879274,2.012697135,1.911869895
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa,SSF,0.894966275,0.855766975,0.826994218
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa (excluding high income),SSA,0.894262869,0.855064961,0.826391813
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa (IDA & IBRD countries),TSS,0.894966275,0.855766975,0.826994218
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,0.332724015,0.345245386,0.309100309
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,3.769824714,5.067292494,3.938871497
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Swaziland,SWZ,0.937064096,0.869767204,0.870832637
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,5.253521937,5.547348052,4.617181884
