Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,142.4690733,142.0463937,137.3318375,117.2436467,120.1272952,152.1246263,153.11396,158.8878938,150.2121863,160.4265604,183.5121135,186.7067455,198.5799198,219.6642732,269.0896165,280.9201353,261.8152553,294.3989085,192.6133796,232.4911161,272.9112294,297.4233283,315.8959338,336.9133126,387.8248632,377.6426614,398.2596881,408.9703849,420.5611753,414.8962463,470.3449569,520.0718006,553.6984499,583.1836437,654.1762064,720.9083524,763.192662,823.6595472,857.2576851,844.8266706,875.412178,837.6990787,873.1472436,989.4547732,1074.661983,1259.807591,1448.76101,1644.816372,2054.489192,2106.787092,2819.651309,3221.151519,3350.685423,3611.341987,3852.742066,3926.174396,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Afghanistan,AFG,59.78768062,59.89003704,58.50599499,78.80258689,82.23139445,101.321627,137.946783,161.3847017,129.5623184,129.8573781,157.2584607,160.4431517,136.1756113,144.1739444,175.0270977,188.0851361,199.1648093,226.1964266,249.5737099,278.39063,275.6498187,267.6624236,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,119.8990188,192.153653,203.6508332,224.9148691,257.1756945,280.2456441,380.4009552,384.1316813,458.9557816,569.9407288,622.3796544,690.842629,653.3474881,633.9478643,594.3230812,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,186.8073255,134.4060329,139.1998191,212.9540796,213.1256101,239.8128119,288.0030328,398.0857911,624.3886019,718.4422611,957.6247442,1150.635073,1136.786368,1134.928443,1227.137217,1161.488158,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,204.126211,192.0266541,234.0344807,258.5589678,272.913856,228.9535937,245.8903522,250.8540991,253.9043291,281.1892718,329.8606475,359.8270308,417.5057012,479.5439434,582.8502645,698.9021801,748.2681646,847.6003198,861.257829,968.792797,1141.451328,1222.661485,1310.1236,1387.320754,1626.43196,777.4239612,923.8900112,861.391271,778.5123479,949.4036196,984.6914396,1327.450694,1510.022075,1704.850697,1871.667431,2072.68444,2258.258259,2400.187665,2551.900557,2575.563881,2802.419715,2862.154507,3008.464737,2372.629091,2421.096328,3681.060301,3836.470818,4647.318672,5011.053017,4952.688151,5451.068061,5759.038454,5968.826218,6026.989889,6268.632483,6468.473492,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8835612,157.0903743,160.1400937,178.3418196,165.4055404,185.4228329,156.3962814,183.9852309,194.8055257,197.0701634,203.3368064,225.4310265,250.7138896,294.4572943,281.9293584,251.8120671,283.5379478,310.8811572,317.8851981,333.1417146,366.4602759,377.3895183,473.4927622,609.6567653,709.4134628,781.743728,828.5804103,873.2872953,959.3721081,1053.108024,1148.508057,1288.642924,1508.668462,1753.4178,2099.229676,2695.366223,3471.247547,3838.434292,4560.512487,5633.796106,6337.882993,7077.770594,7683.502038,8027.68381,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,328.8078494,345.3553417,342.8625161,372.2797565,371.0852954,367.1936676,415.9357837,505.4026208,548.9719598,521.364502,559.8216186,467.65687,474.9128636,453.3890923,529.5484886,595.5104134,617.5547709,702.5389844,706.5620391,764.1242599,778.391266,820.2028589,897.4453332,1009.006232,1107.920596,1257.54864,1346.085775,1755.161709,1810.576177,1786.810672,2201.293078,2485.787052,2452.151588,2383.04473,2560.522132,2655.998892,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,252.8373093,253.9336249,262.4995438,282.0687334,282.3610919,281.5868735,286.2182231,291.1014872,313.8482393,325.2111863,351.0723194,355.8376887,366.2256088,435.3115565,520.9193919,584.4696418,681.22354,832.9394761,898.7812133,995.5445539,1106.77226,1177.432676,1161.0033,1173.778693,1196.641733,1197.616666,869.174359,831.1330987,898.2974127,940.7669175,835.2990073,1002.248027,1085.426709,1156.173389,1284.646821,1414.983736,1477.045765,1636.354496,1741.562891,1605.645503,1650.22565,1561.597368,1692.983096,1743.178394,1860.990005,2064.047524,2240.997019,2472.388699,2774.369188,2617.12898,2805.973937,3166.577058,3278.626346,3432.017458,3666.579838,3903.478856,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,126.1369083,131.4055526,140.6218666,150.7087865,170.8059106,274.6697412,285.4611443,300.0947252,308.3598263,321.5510398,323.8344107,334.2848392,345.4585241,415.885223,560.8354915,568.670657,640.6974421,753.1956737,698.8731278,483.9025551,673.6639992,732.4363576,717.5508094,777.6055183,858.0549493,723.5779033,760.0147406,991.8293169,662.9546228,249.8444603,243.5613194,351.3978396,413.9198799,396.7974009,854.5495269,897.7156165,916.5190995,917.1286485,951.8731568,981.020291,1016.021552,1043.600758,1010.146886,1015.565895,1091.505157,1175.116443,1245.142099,1350.587222,1517.803611,1478.971389,1523.481469,1679.7482,1776.209244,1829.024989,1960.490908,2086.895003,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,526.3629668,575.3243006,662.7400257,680.488628,695.8440569,693.4305256,786.7430699,763.7882248,767.4181263,874.1076312,937.3515571,1098.636989,1164.912571,1625.503542,1514.990144,693.4805864,931.3423204,1243.135837,1411.768525,1872.574656,2454.288156,2863.462522,2103.823804,1683.725609,1613.294224,1361.515363,1440.364457,1671.166627,1937.710621,2195.54149,2401.525181,2727.573825,3277.669086,3461.435092,3942.967594,5026.720634,5263.191366,5674.153008,5367.211824,4872.692148,5229.177098,4709.9234,4566.523326,4948.74818,6323.75764,7728.611897,9500.835162,10513.54071,10791.02019,10217.31403,12785.05187,14582.17052,15253.33083,15764.75545,14566.14905,13416.23004,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,97.62153058,94.83525355,100.604255,104.0127013,108.5589328,104.9921733,118.556282,121.3807515,128.8576693,134.193724,142.4974185,152.5536773,174.397946,199.6951625,228.761023,241.6792741,248.2529899,309.3770911,351.6692914,398.0733142,446.6042115,405.5628689,366.2676918,327.7830145,326.852565,312.0453637,354.9683578,377.0430855,381.5415934,365.4061974,365.6178212,336.3641884,327.9748244,222.7240548,268.6455753,330.4831218,428.4338764,454.7417768,476.7185137,425.5935921,408.9818683,407.5540066,402.1703155,444.2336311,467.3787525,530.0821579,711.7211637,857.9256887,938.5717623,942.7431465,991.8505451,1012.879773,1184.923256,1261.092863,1368.491132,1376.712829,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,167.6294602,172.1533915,181.2586714,185.5148285,200.1959029,216.2041998,227.2300943,240.5594203,253.4284147,254.9604888,268.6425082,264.2381339,282.2237511,311.6259362,343.0487935,361.6781997,420.6081626,504.8400387,565.2678423,639.0346589,705.7473716,751.697685,750.5889027,771.4929103,807.2736843,858.8920163,872.2286501,923.2137287,857.2587674,747.5553443,621.7939245,608.6915845,660.1891707,654.7505193,629.1574618,699.5095774,704.686148,796.3177796,869.1109453,878.65135,1137.824518,1187.492785,1196.349386,1228.480112,1298.935762,1405.780927,1547.263948,1720.766263,1899.550134,1962.067605,2096.202949,2307.721002,2378.519569,2340.684866,2434.280046,2528.89355,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,93.0225855,95.56692267,94.45185534,99.84042467,104.3237522,110.1326265,112.9735639,112.0276575,117.0224598,116.1884949,114.7366789,112.7455004,135.0086865,162.1749308,174.1707021,207.4405901,208.7604351,218.5292787,263.6310316,327.8232181,377.9565563,337.7944478,322.4787609,270.7671181,252.43564,243.9114892,302.6655734,343.6791223,345.8092868,310.6327253,391.8934294,383.2953743,315.2183091,407.4501585,276.1591189,362.4709683,382.2854633,356.5782436,375.0240904,399.0492558,369.7008681,373.5536136,411.9590753,509.4610887,570.6855013,587.0802124,609.0186087,685.5516751,794.8701761,768.0134764,732.9536227,799.0355591,811.2162408,887.0899667,915.9266408,762.0512054,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1237.324492,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6712504,763.1012122,883.614009,1045.026415,1578.36733,2473.085776,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7393.771877,7811.621418,7886.459144,5496.34464,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,182.9792462,189.7132146,195.1200161,210.9689785,230.4312919,266.3187149,269.4592356,216.8414796,202.761861,233.6512698,257.6520315,273.8227964,232.5398623,263.685964,301.3666732,285.8294666,275.8779229,312.9993439,353.7091805,381.0364486,411.5180309,379.7976753,351.3192057,341.0870733,358.3965861,354.2197113,437.0889481,376.4604229,375.225019,368.998198,402.5888817,438.5203726,414.5616397,375.0653336,333.217825,385.7252602,403.9197548,392.2518164,416.3262485,419.8855509,264.7025762,275.4723721,311.616825,375.8807045,426.1592342,501.7240746,929.7266286,1099.022313,1234.0799,1095.503232,1323.099141,1587.190873,1641.825922,1827.101368,1441.636453,1369.701122,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,nd,nd,nd,nd,nd,274.4706234,282.4947871,288.5029704,290.3526812,293.7301461,308.8160253,315.0174278,327.2078738,364.3495606,410.9268029,454.2757669,549.2256449,679.5482692,708.3844303,769.9104219,780.7355599,738.8558354,719.8206922,732.094853,754.1652387,772.2863474,756.370605,783.4789984,818.7233919,843.3697753,914.094639,998.0126188,1104.329226,1270.26929,1462.659632,1699.93503,1827.899428,1956.098589,2093.487271,2158.142965,2259.888269,2363.271031,2435.472748,2549.886636,2666.339695,2874.257256,3108.592529,3358.421252,3569.335393,3431.280068,3547.070983,3821.33859,3921.720395,3998.739499,4102.063852,4219.35033,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,62.31514986,63.01519732,62.01698425,68.93541689,76.04477662,110.4108354,111.6361452,112.7710708,116.9650399,127.5866617,133.3983519,145.8573947,149.3340711,165.996903,199.3750731,217.9311058,219.6903132,255.9965907,204.7953042,175.6513167,99.18986298,103.4500871,163.4986964,163.2012564,255.2843922,240.5607907,259.2374471,400.1404376,401.0981449,314.0340415,247.601674,184.8133287,153.8623001,167.9265898,201.6258306,281.9687578,287.2701338,289.1826002,294.7965827,260.5085667,260.6844737,238.0510659,243.6746249,241.6948011,292.843015,321.4357614,342.837264,409.870326,459.1097759,566.3342505,608.954866,597.5159033,664.0051546,683.3431532,734.7440153,705.2925695,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,219.3268793,184.3194155,172.0542158,193.795559,173.9920837,155.7450589,159.8575008,180.8117083,217.4827594,250.7355217,297.5122398,301.2004871,308.4062816,306.2399924,310.2072765,325.5507737,348.0523713,446.157894,475.9087651,533.1723967,657.7287434,665.3440029,708.5219323,740.3839008,827.5288808,909.3301412,957.9345343,878.9751055,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,479.5492678,305.5554106,249.4128129,282.4227011,359.7676569,365.0116154,411.6084918,450.9185613,494.2325382,462.4805442,413.7384592,393.0160358,329.7819844,387.9428024,465.3099364,505.4694388,615.815373,674.7495395,668.2912905,662.2793812,740.9473633,766.8721739,810.3073259,831.5905217,818.3432976,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,76.63845417,79.12003402,81.9945966,87.79202893,99.93794952,109.6200565,121.8335574,124.8791937,124.3495083,131.5697392,120.0539376,131.0987957,149.3510281,176.4737398,237.8139153,256.1026754,251.3231654,308.681615,319.9200772,337.4302718,417.6686794,342.2200225,281.8559877,253.0241069,228.6840053,234.3562541,315.4238553,359.7160197,385.207913,367.2193789,430.011211,412.2352458,424.9015676,302.2241022,235.0388475,305.6245277,333.5916167,332.6223324,343.2228479,331.9725731,265.5016597,266.1345687,286.7580816,316.7920687,356.8308035,379.1809289,384.2885556,428.4015618,522.625007,508.5405257,496.4824942,572.0257032,573.2074765,588.9875461,630.0460614,559.6358767,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,249.5073916,256.1562554,255.4583934,256.8926884,264.7018033,261.9222311,262.3528709,254.8953357,260.1594735,240.2730749,242.9807227,243.3300381,285.4471844,318.2256222,348.0388105,456.2291094,450.5025202,449.7375432,489.8771739,594.856336,629.1078581,555.0359652,528.1147449,457.5861299,433.1532364,460.1100953,631.1755073,736.2399599,705.8584026,674.373397,760.7787271,724.8458955,751.48088,689.6680371,457.4790204,560.0805182,566.683321,509.9214334,535.8884987,534.8552062,474.5771245,482.0680429,513.3918328,642.6259945,732.3181056,772.6524454,808.2884239,948.5067592,1093.716275,1015.108221,996.7074883,1074.494326,1030.04451,1041.167179,1041.717461,899.5798795,nd
